School,YrLevel,Domain,EDID,First Name,Last Name,Date of Birth,Year Level,Sex,Indigenous Status,LBOTE Status,Parent 1 School Education,Parent 1 Non-School Education,Parent 1 Occupation,Parent 2 School Education,Parent 2 Non-School Education,Parent 2 Occupation,Student LOTE,Parent 1 LOTE,Parent 2 LOTE,Country of Birth,Local School Student ID,Diocesan Student ID,TAA Student ID,Platform Student ID,Previous Local School Student ID,Previous Diocesan Student ID,Previous TAA Student ID,Previous Platform Student ID,ClassGroup,Education Support,Full Fee Paying Student,Visa Code,Home Schooled Student,Sensitive,Address Line 1,Address Line 2,Locality,Postcode,State,School Code,School Name,R_Score,W_Score,S_Score,G_Score,N_Score,R_Comment,W_Comment,S_Comment,G_Comment,N_Comment,R_Mean,W_Mean,S_Mean,G_Mean,N_Mean,R_Participation,W_Participation,S_Participation,G_Participation,N_Participation,R_Pathway,W_Pathway,S_Pathway,G_Pathway,N_Pathway,R_Stddev,W_Stddev,S_Stddev,G_Stddev,N_Stddev,R_DomainBand,W_DomainBand,S_DomainBand,G_DomainBand,N_DomainBand
21220,9,AllDomains,881111799,Kimberly,Rayl,2009-02-08,9,2,4,1201,4,5,1,2,7,1,1201,1201,1201,1101,881111799,,881111799,R100000223E,,,,,9A,N,1,,N,N,,,,,,21220,Unturpentined Secondary College,598.75,505.00,607.00,595.00,601.09,,,,,,759,721,655,617,662,P,P,P,P,P,A:B:E,,SA:SB:PB,GE,NC:B:E:F,18.84,20.89,20.33,19.59,20.53,8,6,8,8,8
21216,7,AllDomains,332886320,Courtney,Harper,2009-08-01,7,2,4,1201,4,7,3,4,7,3,1201,1201,1201,3307,332886320,,332886320,R100000124E,,,,,7C,N,1,,N,N,,,,,,21216,Ophthalmoplegia Combined College,568.75,625.00,595.00,583.00,590.62,,,,,,654,721,726,644,663,P,P,P,P,P,A:B:E,,SA:SD:PD,GE,A:D:C:E,19.49,22.34,18.87,20.77,18.75,7,9,8,7,8
21219,9,AllDomains,123271330,Jasper,Manders,2009-02-25,9,1,2,1201,1,6,4,4,6,4,1201,1201,1201,1101,123271330,,123271330,R100000181E,,,,,9E,N,1,,N,N,,,,,,21219,Trotcozy Secondary College,623.75,,,631.00,622.19,,,,,,767,727,748,774,608,P,W,S,P,P,A:B:E,,SA:SD:PB,GE,CA:D:C:F,21.06,,,20.36,19.99,9,,,9,9
21213,3,AllDomains,693417314,Reiko,Condon,2009-11-02,3,2,1,2201,3,6,2,1,8,3,2201,1201,1201,1101,693417314,,693417314,R100000039E,,,,,3A,N,2,,N,N,,,,,,21213,Hippocentaur Primary College,,,405.00,0.00,391.92,,,,,,578,,546,505,535,X,,P,P,P,,,SA:SD:PD,G,NC:D:F,,,22.22,22.14,19.58,,,5,0,5
21216,9,AllDomains,173885081,Gilbert,Roderick,2009-11-25,9,1,1,1201,3,8,4,4,8,3,1201,1201,1201,3307,173885081,,173885081,R100000104K,,,,,9F,N,2,,N,N,,,,,,21216,Ophthalmoplegia Combined College,620.62,655.00,601.00,619.00,612.81,,,,,,762,687,706,764,752,P,P,P,P,P,A:B:C,,SA:SB:PD,GC,NC:D:E:F,21.95,18.60,20.98,18.90,18.36,9,10,8,9,8
21218,9,AllDomains,215533833,Clay,Hedstrom,2009-05-09,9,1,3,7100,4,6,2,4,8,4,7100,1201,1201,2100,215533833,,215533833,R100000164S,,,,,9A,N,1,,N,N,,,,,,21218,Redistrainer Secondary College,608.12,655.00,619.00,607.00,611.25,,,,,,644,745,612,651,724,P,P,P,P,P,A:D:E,,SA:SD:PD,GE,A:D:E:F,19.21,20.54,18.49,22.87,19.95,8,10,9,8,8
21219,9,AllDomains,639404255,Wilton,Mcbride,2009-12-11,9,1,4,1201,2,7,3,4,7,3,1201,1201,1201,1101,639404255,,639404255,R100000189M,,,,,9B,N,2,,N,N,,,,,,21219,Trotcozy Secondary College,608.12,655.00,595.00,631.00,608.12,,,,,,767,689,748,774,608,P,P,P,P,P,A:B:E,,SA:SB:PB,GE,A:D:C:E,21.45,22.80,19.11,22.87,18.13,8,10,8,9,8
21218,9,AllDomains,519386903,Ryan,Messer,2009-07-06,9,1,2,9601,1,7,3,2,7,3,9601,1201,1201,1101,519386903,,519386903,R100000159S,,,,,9B,N,1,,N,N,,,,,,21218,Redistrainer Secondary College,601.88,505.00,619.00,619.00,608.12,,,,,,644,671,612,651,724,P,P,P,P,P,A:D:C,,SA:SD:PD,GC,A:D:C:E,19.51,18.00,18.56,21.12,20.17,8,6,9,9,8
21219,9,AllDomains,191846225,Ervin,Yamada,2009-11-24,9,1,2,1201,3,7,1,1,7,2,1201,1201,1201,6101,191846225,,191846225,R100000196D,,,,,9F,N,2,,N,N,,,,,,21219,Trotcozy Secondary College,608.12,655.00,,619.00,610.47,,,,,,767,689,748,774,608,P,P,W,P,P,A:B:F,,,GF,NC:D:C:E,22.14,19.58,,20.29,18.33,8,10,,9,8
21216,5,AllDomains,938696651,Geralyn,Willett,2009-04-06,5,2,4,1201,1,5,1,3,6,2,1201,1201,1201,1101,938696651,,938696651,R100000103R,,,,,5E,N,2,,N,N,,,,,,21216,Ophthalmoplegia Combined College,528.33,425.00,527.00,533.00,535.00,,,,,,698,622,696,515,604,P,P,P,P,P,A:D:C,,SA:SB:PB,GC,CA:D:E,22.13,22.14,18.24,18.01,21.94,6,4,6,6,6
21212,5,AllDomains,636164925,Beth,Cooper,2009-02-21,5,2,4,1201,2,5,4,2,8,4,1201,9601,2201,1101,636164925,,636164925,R100000022S,,,,,5F,N,1,,N,N,,,,,,21212,Anticapital Primary College,528.33,425.00,527.00,545.00,,,,,,,656,643,528,584,567,P,P,P,P,E,A:D:C,,SA:SD:PB,GC,,22.29,19.21,21.70,20.59,,6,4,6,7,
21216,7,AllDomains,61996937,Roosevelt,Raap,2009-09-01,7,1,1,1201,2,7,3,2,7,1,1201,1201,1201,1101,61996937,,61996937,R100000118K,,,,,7F,N,2,,N,N,,,,,,21216,Ophthalmoplegia Combined College,,475.00,595.00,0.00,578.12,,,,,,654,721,726,644,663,X,P,P,P,P,,,SA:SB:PD,G,A:B:E:F,,22.34,22.15,18.27,22.43,,5,8,0,7
21219,7,AllDomains,208115536,Marge,Richardson,2009-08-11,7,2,4,9601,3,6,2,1,7,1,9601,1201,1201,6101,208115536,,208115536,R100000182D,,,,,7F,N,2,,N,N,,,,,,21219,Trotcozy Secondary College,,625.00,583.00,0.00,,,,,,,567,599,671,664,595,E,P,P,P,E,,,SA:SD:PD,G,,,20.72,18.93,19.51,,,9,7,0,
21213,5,AllDomains,442186590,Felipe,Williams,2009-11-05,5,1,1,1201,1,6,2,1,7,4,1201,1201,1201,1101,442186590,,442186590,R100000046A,,,,,5D,N,1,,N,N,,,,,,21213,Hippocentaur Primary College,531.67,425.00,533.00,,528.33,,,,,,645,646,695,586,547,P,P,P,W,P,A:C:B,,SA:SD:PD,,NC:B:F,20.86,21.69,18.68,,22.66,6,4,6,,6
21215,7,AllDomains,98968203,Samuel,Carpenter,2009-09-08,7,1,4,1201,3,6,4,3,5,4,1201,1201,1201,1101,98968203,,98968203,R100000097D,,,,,7F,N,1,,N,N,,,,,,21215,Isovalerate Combined College,581.25,625.00,577.00,565.00,,,,,,,748,611,644,694,676,P,P,P,P,X,A:B:C,,SA:SD:PB,GC,,19.41,18.62,21.09,20.07,,7,9,7,7,
21212,5,AllDomains,480454001,Boyce,Ferguson,2009-02-02,5,1,1,7100,2,7,3,1,6,2,7100,1201,7100,1101,480454001,,480454001,R100000003S,,,,,5D,N,1,,N,N,,,,,,21212,Anticapital Primary College,531.67,575.00,551.00,521.00,,,,,,,656,643,528,584,567,P,P,P,P,E,A:D:F,,SA:SD:PD,GF,,19.37,22.37,19.59,19.20,,6,8,7,6,
21217,3,AllDomains,451780512,Geraldine,Whitaker,2009-05-25,3,2,2,1201,2,6,4,3,7,4,1201,1201,5203,1101,451780512,,451780512,R100000149P,,,,,3F,N,2,,N,N,,,,,,21217,Phyllostoma Combined College,418.85,,423.00,0.00,415.00,,,,,,431,,425,418,484,P,,P,P,P,A:C:B,,SA:SD:PB,GB,NC:D:E,20.91,,22.03,22.10,18.71,5,,5,0,5
21216,9,AllDomains,280606363,Jess,Lee,2009-04-21,9,1,2,1201,2,5,2,2,5,2,1201,7100,1201,1101,280606363,,280606363,R100000101D,,,,,9D,N,1,,N,N,,,,,,21216,Ophthalmoplegia Combined College,620.62,505.00,607.00,,595.62,,,,,,762,744,706,764,752,P,P,P,X,P,A:B:E,,SA:SB:PB,,A:D:C:E,21.44,20.18,20.70,,18.99,9,6,8,,8
21216,9,AllDomains,913745090,Mack,Terrell,2009-05-02,9,1,4,1201,1,5,3,1,7,2,1201,1201,1201,1101,913745090,,913745090,R100000100E,,,,,9E,N,2,,N,N,,,,,,21216,Ophthalmoplegia Combined College,611.25,655.00,,,614.38,,,,,,762,687,706,764,752,P,P,A,A,P,A:D:F,,,,A:D:C:E,19.13,21.91,,,19.65,8,10,,,8
21213,3,AllDomains,588674056,Roy,Gross,2009-06-06,3,1,3,1201,4,8,3,2,5,1,1201,1201,9601,1101,588674056,,588674056,R100000043K,,,,,3B,N,1,,N,N,,,,,,21213,Hippocentaur Primary College,422.69,,435.00,417.00,0.0,,,,,,578,,546,505,535,P,,P,P,R,A:B:E,,SA:SD:PD,GE,CA:D:C,19.40,,19.12,19.15,0.0,5,,6,5,0
21214,3,AllDomains,816387482,Shannon,Alvarez,2009-07-25,3,2,3,1201,2,8,1,3,8,4,1201,1201,1201,1101,816387482,,816387482,R100000063E,,,,,3D,N,2,,N,N,,,,,,21214,Iliac Primary College,411.15,,417.00,423.00,,,,,,,517,,551,433,559,P,,P,P,C,A:D:F,,SA:SB:PD,GF,,20.87,,19.65,19.59,,5,,5,5,
21216,5,AllDomains,596726414,Ronnie,Leblanc,2009-07-18,5,1,1,1201,4,5,3,4,8,4,1201,5203,1201,1101,596726414,,596726414,R100000102S,,,,,5A,N,1,,N,N,,,,,,21216,Ophthalmoplegia Combined College,535.00,425.00,539.00,539.00,531.67,,,,,,698,570,696,515,604,P,P,P,P,P,A:B:F,,SA:SD:PB,GF,A:D:C,22.55,19.75,20.06,18.49,19.28,6,4,7,7,6
21214,3,AllDomains,677320433,James,Ashby,2009-05-05,3,1,4,1201,1,8,3,3,6,4,1201,1201,1201,1101,677320433,,677320433,R100000056R,,,,,3A,N,2,,N,N,,,,,,21214,Iliac Primary College,415.00,,,429.00,,,,,,,517,,551,433,559,P,,E,P,E,A:D:E,,,GE,,18.16,,,19.51,,5,,,6,
21219,7,AllDomains,19038510,Rudy,Patton,2009-03-27,7,1,2,1201,1,6,1,2,8,2,1201,2201,1201,1101,19038510,,19038510,R100000177D,,,,,7A,N,1,,N,N,,,,,,21219,Trotcozy Secondary College,581.25,625.00,577.00,577.00,580.47,,,,,,567,665,671,664,595,P,P,P,P,P,A:B:F,,SA:SD:PB,GF,CA:D:C:E,18.14,21.23,22.93,18.91,22.91,7,9,7,7,7
21215,3,AllDomains,456292396,Laurie,Harder,2009-04-22,3,2,1,1201,4,6,3,3,8,2,1201,1201,1201,1101,456292396,,456292396,R100000093P,,,,,3C,N,1,,N,N,,,,,,21215,Isovalerate Combined College,,,435.00,0.00,407.31,,,,,,424,,498,515,410,E,,P,P,P,,,SA:SD:PB,G,A:B:E,,,22.56,20.28,19.73,,,6,0,5
21219,9,AllDomains,739477588,Anita,Guardado,2009-10-04,9,2,2,1201,4,6,2,2,7,4,1201,1201,1201,1101,739477588,,739477588,R100000188A,,,,,9B,N,2,,N,N,,,,,,21219,Trotcozy Secondary College,598.75,505.00,625.00,619.00,612.81,,,,,,767,727,748,774,608,P,P,P,P,P,A:B:F,,SA:SD:PB,GF,NC:B:C:F,22.86,18.01,18.82,18.28,20.63,8,6,9,9,8
21218,7,AllDomains,827601145,Roger,Gallagher,2009-08-17,7,1,3,1201,3,7,4,1,7,3,1201,1201,1201,1101,827601145,,827601145,R100000170M,,,,,7C,N,2,,N,N,,,,,,21218,Redistrainer Secondary College,0.0,475.00,565.00,571.00,575.00,,,,,,745,706,717,699,550,R,P,P,P,P,A:D:C,,SA:SD:PB,GC,A:D:E:F,0.0,18.15,22.94,18.38,20.74,0,5,7,7,7
21215,7,AllDomains,787768836,Elsie,Cooper,2009-08-04,7,2,2,1201,3,5,1,2,5,2,1201,1201,1201,1101,787768836,,787768836,R100000090M,,,,,7F,N,1,,N,N,,,,,,21215,Isovalerate Combined College,587.50,,,0.00,599.22,,,,,,748,632,644,694,676,P,A,X,P,P,A:C:B,,,GB,NC:D:C:E,20.40,,,21.60,20.09,8,,,0,8
21221,7,AllDomains,311818401,Damaris,Hester,2009-12-27,7,2,3,1201,3,5,3,1,5,1,1201,1201,7100,1101,311818401,,311818401,R100000241K,,,,,7B,N,2,,N,N,,,,,,21221,Wishram Combined College,575.00,,583.00,595.00,580.47,,,,,,620,728,626,569,679,P,X,P,P,P,A:D:C,,SA:SB:PB,GC,NC:D:C:F,20.77,,18.57,20.17,20.69,7,,7,8,7
21221,9,AllDomains,674837975,Mathew,Harder,2009-05-11,9,1,2,1201,2,6,4,1,6,4,1201,1201,1201,3307,674837975,,674837975,R100000230A,,,,,9D,N,1,,N,N,,,,,,21221,Wishram Combined College,633.12,655.00,613.00,625.00,615.16,,,,,,708,705,680,634,775,P,P,P,P,P,A:D:F,,SA:SD:PD,GF,NC:B:E:F,22.11,20.13,22.40,19.40,19.06,9,10,8,9,8
21219,7,AllDomains,914850904,Damaris,Garcia,2009-10-19,7,2,1,1201,1,8,4,2,7,2,1201,7100,1201,1101,914850904,,914850904,R100000184R,,,,,7F,N,2,,N,N,,,,,,21219,Trotcozy Secondary College,571.88,475.00,583.00,553.00,592.19,,,,,,567,665,671,664,595,P,P,P,P,P,A:D:E,,SA:SB:PB,GE,CA:D:E:F,20.81,22.74,18.21,22.19,22.46,7,5,7,7,8
21212,3,AllDomains,6376495,Megan,Ramey,2009-07-12,3,2,2,1201,2,7,3,4,7,3,1201,1201,9601,1101,6376495,,6376495,R100000007P,,,,,3D,N,1,,N,N,,,,,,21212,Anticapital Primary College,,,423.00,0.00,,,,,,,582,,416,587,509,E,,P,P,S,,,SA:SD:PB,G,CA:D:E,,,22.14,21.05,,,,5,0,
21218,7,AllDomains,800854531,Clark,Freeman,2009-05-20,7,1,2,1201,4,7,3,4,5,1,1201,7100,5203,1101,800854531,,800854531,R100000168P,,,,,7B,N,2,,N,N,,,,,,21218,Redistrainer Secondary College,,625.00,577.00,0.00,578.12,,,,,,745,706,717,699,550,E,P,P,P,P,,,SA:SB:PD,G,A:B:E:F,,19.72,21.54,22.63,22.32,,9,7,0,7
21213,5,AllDomains,476393126,Felipe,Barnes,2009-10-16,5,1,2,1201,3,7,3,2,5,1,1201,1201,1201,1101,476393126,,476393126,R100000036S,,,,,5F,N,2,,N,N,,,,,,21213,Hippocentaur Primary College,541.67,575.00,,0.00,558.33,,,,,,645,646,695,586,547,P,P,C,P,P,A:C:B,,,GB,A:B:F,19.50,19.62,,20.61,19.12,7,8,,0,7
21218,9,AllDomains,594802339,Josefina,Rivera,2009-06-17,9,2,1,1201,4,5,2,4,8,2,1201,1201,1201,1101,594802339,,594802339,R100000153H,,,,,9C,N,2,,N,N,,,,,,21218,Redistrainer Secondary College,623.75,,,595.00,612.81,,,,,,644,671,612,651,724,P,S,C,P,P,A:B:E,,,GE,NC:B:C:F,19.60,,,21.47,21.90,9,,,8,8
21220,7,AllDomains,76122982,Leo,Ivey,2009-12-21,7,1,3,1201,4,6,1,3,5,3,1201,1201,5203,1101,76122982,,76122982,R100000220S,,,,,7B,N,2,,N,N,,,,,,21220,Unturpentined Secondary College,,625.00,571.00,0.0,,,,,,,620,722,638,695,713,W,P,P,R,S,,,SA:SB:PD,G,CA:B:C:F,,20.06,21.41,0.0,,,9,7,0,
21217,9,AllDomains,933615096,Harrison,Taylor,2009-10-01,9,1,1,1201,3,6,4,1,7,2,1201,1201,1201,1101,933615096,,933615096,R100000131A,,,,,9A,N,2,,N,N,,,,,,21217,Phyllostoma Combined College,,655.00,619.00,0.00,615.16,,,,,,675,688,731,694,665,E,P,P,P,P,,,SA:SD:PB,G,CA:D:C:E,,21.33,21.22,22.23,19.05,,10,9,0,8
21218,9,AllDomains,635834741,Irma,Lewis,2009-06-04,9,2,2,1201,2,7,2,2,6,4,1201,1201,1201,1101,635834741,,635834741,R100000167H,,,,,9C,N,2,,N,N,,,,,,21218,Redistrainer Secondary College,611.25,655.00,631.00,601.00,611.25,,,,,,644,671,612,651,724,P,P,P,P,P,A:B:E,,SA:SB:PB,GE,A:B:C:E,19.80,22.85,21.37,21.17,20.84,8,10,9,8,8
21218,7,AllDomains,884015462,Louie,Fitts,2009-04-23,7,1,3,1201,4,7,4,3,7,4,1201,1201,1201,1101,884015462,,884015462,R100000158D,,,,,7F,N,1,,N,N,,,,,,21218,Redistrainer Secondary College,568.75,475.00,565.00,559.00,575.78,,,,,,745,730,717,699,550,P,P,P,P,P,A:D:F,,SA:SD:PB,GF,CA:B:C:E,18.96,19.14,21.79,18.60,22.32,7,5,7,7,7
21217,7,AllDomains,58516237,Allison,Warren,2009-03-17,7,2,2,1201,1,8,1,4,7,3,1201,7100,1201,1101,58516237,,58516237,R100000139D,,,,,7A,N,2,,N,N,,,,,,21217,Phyllostoma Combined College,562.50,475.00,571.00,577.00,573.44,,,,,,711,618,568,574,653,P,P,P,P,P,A:B:F,,SA:SB:PD,GF,NC:D:C:F,20.63,19.94,19.94,21.64,19.63,7,5,7,7,7
21221,5,AllDomains,184642155,Randal,Collins,2009-01-11,5,1,1,9601,4,8,4,1,5,1,9601,7100,1201,2100,184642155,,184642155,R100000246G,,,,,5B,N,2,,N,N,,,,,,21221,Wishram Combined College,528.33,425.00,533.00,527.00,528.33,,,,,,543,560,548,579,524,P,P,P,P,P,A:D:F,,SA:SB:PD,GF,CA:B:E,19.93,19.46,21.33,22.01,20.73,6,4,6,6,6
21217,3,AllDomains,607167295,Delores,Wilcox,2009-08-23,3,2,2,1201,3,7,1,4,5,2,1201,1201,1201,1101,607167295,,607167295,R100000143E,,,,,3B,N,1,,N,N,,,,,,21217,Phyllostoma Combined College,407.31,,423.00,,422.69,,,,,,431,,425,418,484,P,,P,A,P,A:D:C,,SA:SD:PD,,A:D:E,18.11,,21.26,,21.51,5,,5,,5
21219,7,AllDomains,921262205,Preston,Mork,2009-11-22,7,1,2,1201,3,6,2,4,7,1,1201,7100,1201,1101,921262205,,921262205,R100000178S,,,,,7C,N,1,,N,N,,,,,,21219,Trotcozy Secondary College,575.00,625.00,589.00,583.00,600.00,,,,,,567,665,671,664,595,P,P,P,P,P,A:D:C,,SA:SB:PB,GC,A:D:C:E,20.74,19.52,22.24,22.70,18.62,7,9,8,7,8
21221,3,AllDomains,954343075,Kate,Brandl,2009-10-22,3,2,1,1201,1,5,3,1,7,1,1201,2201,2201,4111,954343075,,954343075,R100000225A,,,,,3B,N,2,,N,N,,,,,,21221,Wishram Combined College,411.15,,423.00,423.00,430.38,,,,,,493,,586,565,399,P,,P,P,P,A:D:F,,SA:SD:PD,GF,CA:D:E,21.07,,18.65,21.77,20.65,5,,5,5,6
21216,3,AllDomains,874961867,Jamie,Frederick,2009-03-23,3,1,1,1201,3,6,4,2,8,2,1201,1201,1201,1101,874961867,,874961867,R100000112A,,,,,3B,N,1,,N,N,,,,,,21216,Ophthalmoplegia Combined College,403.46,,,429.00,411.15,,,,,,510,,392,414,555,P,,W,P,P,A:D:E,,,GE,NC:D:F,21.13,,,19.61,22.24,5,,,6,5
21217,7,AllDomains,747785155,Phyllis,Valverde,2009-03-26,7,2,1,1201,3,5,2,3,6,3,1201,1201,1201,6101,747785155,,747785155,R100000137K,,,,,7D,N,2,,N,N,,,,,,21217,Phyllostoma Combined College,578.12,475.00,595.00,601.00,580.47,,,,,,711,618,568,574,653,P,P,P,P,P,A:D:E,,SA:SB:PB,GE,CA:B:C:E,22.82,18.45,22.70,22.55,21.76,7,5,8,8,7
21213,3,AllDomains,997556953,Miranda,Taylor,2009-04-13,3,2,3,1201,1,7,4,2,5,2,1201,7100,1201,1101,997556953,,997556953,R100000026P,,,,,3A,N,1,,N,N,,,,,,21213,Hippocentaur Primary College,422.69,,435.00,0.00,411.15,,,,,,578,,546,505,535,P,,P,P,P,A:C:B,,SA:SB:PB,GB,A:B:C,19.04,,20.22,22.40,22.25,5,,6,0,5
21218,9,AllDomains,234302325,Eunice,Williams,2009-01-19,9,2,3,1201,2,7,3,3,8,4,1201,1201,1201,1101,234302325,,234302325,R100000173P,,,,,9A,N,1,,N,N,,,,,,21218,Redistrainer Secondary College,605.00,655.00,607.00,613.00,,,,,,,644,745,612,651,724,P,P,P,P,S,A:D:E,,SA:SD:PD,GE,A:B:C:F,18.96,22.44,18.53,22.62,,8,10,8,8,
21216,7,AllDomains,107747224,Charlie,Bailey,2009-02-13,7,2,3,1201,1,5,2,3,7,3,1201,1201,1201,4111,107747224,,107747224,R100000119E,,,,,7E,N,1,,N,N,,,,,,21216,Ophthalmoplegia Combined College,568.75,475.00,601.00,541.00,575.78,,,,,,654,721,726,644,663,P,P,P,P,P,A:D:C,,SA:SB:PD,GC,CA:D:E:F,21.48,21.63,21.44,18.20,18.16,7,5,8,6,7
21215,9,AllDomains,208130465,Karl,Ventimiglia,2009-01-19,9,1,4,1201,3,7,2,3,8,2,1201,2201,7100,1101,208130465,,208130465,R100000085M,,,,,9C,N,2,,N,N,,,,,,21215,Isovalerate Combined College,614.38,505.00,625.00,631.00,610.47,,,,,,649,723,618,745,596,P,P,P,P,P,A:B:C,,SA:SD:PB,GC,CA:B:E:F,20.77,19.62,20.44,18.42,18.96,8,6,9,9,8
21213,5,AllDomains,745864299,Louie,Perkins,2009-02-07,5,1,4,1201,1,5,1,1,5,4,1201,1201,1201,1101,745864299,,745864299,R100000049H,,,,,5A,N,1,,N,N,,,,,,21213,Hippocentaur Primary College,531.67,575.00,509.00,0.00,,,,,,,645,646,695,586,547,P,P,P,P,E,A:C:B,,SA:SB:PD,GB,,18.14,22.72,20.38,18.37,,6,8,6,0,
21214,5,AllDomains,971054274,Ashley,Gordon,2009-11-23,5,2,3,1201,3,7,2,1,8,3,1201,1201,1201,1101,971054274,,971054274,R100000065A,,,,,5E,N,2,,N,N,,,,,,21214,Iliac Primary College,528.33,,,503.00,528.33,,,,,,557,682,531,533,572,P,X,X,P,P,A:B:E,,,GE,NC:B:E,18.79,,,22.48,20.10,6,,,6,6
21218,9,AllDomains,964692628,Rex,Dye,2009-03-16,9,1,1,1201,3,8,3,3,8,1,1201,9601,1201,1101,964692628,,964692628,R100000161K,,,,,9F,N,2,,N,N,,,,,,21218,Redistrainer Secondary College,601.88,655.00,601.00,601.00,601.09,,,,,,644,671,612,651,724,P,P,P,P,P,A:B:C,,SA:SD:PB,GC,NC:B:E:F,20.82,22.76,19.30,20.71,19.86,8,10,8,8,8
21220,9,AllDomains,499366569,Charity,Plyler,2009-06-26,9,2,4,1201,4,7,4,4,8,4,1201,1201,1201,1101,499366569,,499366569,R100000213G,,,,,9C,N,2,,N,N,,,,,,21220,Unturpentined Secondary College,614.38,655.00,625.00,595.00,598.75,,,,,,759,744,655,617,662,P,P,P,P,P,A:D:E,,SA:SD:PD,GE,CA:B:C:E,18.41,21.25,21.76,22.11,19.80,8,10,9,8,8
21220,9,AllDomains,207247806,Tony,Cooley,2009-09-03,9,1,4,1201,1,8,1,2,7,3,1201,1201,7100,1101,207247806,,207247806,R100000204E,,,,,9C,N,1,,N,N,,,,,,21220,Unturpentined Secondary College,626.88,655.00,631.00,619.00,622.19,,,,,,759,744,655,617,662,P,P,P,P,P,A:D:C,,SA:SD:PB,GC,NC:B:C:F,22.34,19.51,20.77,20.08,22.21,9,10,9,9,9
21216,5,AllDomains,192085491,Julia,Story,2009-01-13,5,2,1,1201,4,8,1,4,6,2,1201,9601,1201,1101,192085491,,192085491,R100000122R,,,,,5B,N,1,,N,N,,,,,,21216,Ophthalmoplegia Combined College,545.00,425.00,,0.0,545.00,,,,,,698,622,696,515,604,P,P,S,R,P,A:B:C,,SA:SB:PB,GC,NC:D:E,19.74,22.98,,0.0,20.73,7,4,,0,7
21213,3,AllDomains,936770252,Geri,Israel,2009-07-19,3,2,1,1201,1,7,1,4,5,2,1201,1201,2201,1101,936770252,,936770252,R100000031P,,,,,3D,N,1,,N,N,,,,,,21213,Hippocentaur Primary College,411.15,,,435.00,426.54,,,,,,578,,546,505,535,P,,X,P,P,A:B:C,,,GC,A:B:F,22.36,,,19.04,20.09,5,,,6,5
21215,3,AllDomains,184725944,Su,Buchanan,2009-07-18,3,2,2,1201,4,5,1,1,8,3,1201,1201,1201,1101,184725944,,184725944,R100000091G,,,,,3B,N,2,,N,N,,,,,,21215,Isovalerate Combined College,418.85,,441.00,,403.46,,,,,,424,,498,515,410,P,,P,C,P,A:D:F,,SA:SB:PD,,A:D:E,18.71,,20.07,,20.63,5,,6,,5
21220,7,AllDomains,154543294,Richard,Guzman,2009-11-15,7,1,1,1201,1,7,4,1,8,4,1201,7100,1201,1101,154543294,,154543294,R100000212M,,,,,7A,N,2,,N,N,,,,,,21220,Unturpentined Secondary College,578.12,475.00,577.00,577.00,580.47,,,,,,620,660,638,695,713,P,P,P,P,P,A:D:C,,SA:SD:PD,GC,NC:D:C:E,21.06,18.14,20.53,22.52,22.08,7,5,7,7,7
21215,9,AllDomains,798199675,John,Coward,2009-11-02,9,1,2,7100,2,7,1,2,6,3,7100,1201,1201,6101,798199675,,798199675,R100000095K,,,,,9B,N,1,,N,N,,,,,,21215,Isovalerate Combined College,620.62,655.00,0.0,619.00,,,,,,,649,723,618,745,596,P,P,R,P,E,A:B:F,,SA:SB:PD,GF,,21.23,20.52,0.0,20.39,,9,10,0,9,
21219,7,AllDomains,588637840,Eleanor,Cooper,2009-12-04,7,2,1,1201,1,7,1,1,7,2,1201,9601,1201,2100,588637840,,588637840,R100000187P,,,,,7F,N,2,,N,N,,,,,,21219,Trotcozy Secondary College,575.00,,577.00,583.00,580.47,,,,,,567,599,671,664,595,P,A,P,P,P,A:D:C,,SA:SD:PB,GC,CA:B:E:F,21.99,,20.89,20.38,20.03,7,,7,7,7
21214,5,AllDomains,901431343,Rita,Ebner,2009-10-27,5,2,4,1201,2,8,4,2,5,3,1201,1201,1201,1101,901431343,,901431343,R100000073H,,,,,5E,N,2,,N,N,,,,,,21214,Iliac Primary College,528.33,425.00,545.00,533.00,541.67,,,,,,557,682,531,533,572,P,P,P,P,P,A:D:F,,SA:SB:PB,GF,NC:D:C,21.10,18.10,20.66,22.52,18.15,6,4,7,6,7
21213,3,AllDomains,297620849,Kym,Howton,2009-06-22,3,2,4,1201,4,5,4,2,6,3,1201,1201,1201,1101,297620849,,297620849,R100000045P,,,,,3E,N,1,,N,N,,,,,,21213,Hippocentaur Primary College,438.08,,417.00,417.00,422.69,,,,,,578,,546,505,535,P,,P,P,P,A:B:C,,SA:SD:PB,GC,A:B:F,20.16,,20.70,21.85,19.10,6,,5,5,5
21212,5,AllDomains,439073665,Dominique,Howell,2009-11-07,5,2,4,1201,2,8,2,4,7,4,1201,1201,1201,1101,439073665,,439073665,R100000014M,,,,,5F,N,2,,N,N,,,,,,21212,Anticapital Primary College,521.67,,533.00,0.00,,,,,,,656,643,528,584,567,P,S,P,P,E,A:C:B,,SA:SD:PB,GB,,19.81,,19.66,22.89,,6,,6,0,
