School,YrLevel,Domain,ACARA ID,School Name,Family Name,Given Name,Student PSI,Test Level,Test Domain,Parallel Path,Participation,Date,Start Time
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Stewart,Latasha,R100000061R,5,Grammar and Punctuation,E1,P,,
21214,5,Reading,21214,Iliac Primary College,Stewart,Latasha,R100000061R,5,Reading,A0:B0:E1,P,,
21214,5,Numeracy,21214,Iliac Primary College,Stewart,Latasha,R100000061R,5,Numeracy,CA1:D0:E1,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Phillips,Willian,R100000219D,7,Numeracy,CA1:B1:C0:E1,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Phillips,Willian,R100000219D,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Phillips,Willian,R100000219D,7,Spelling,SA0:SB1:PD1,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Phillips,Willian,R100000219D,7,Reading,A3:B1:E0,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Phillips,Willian,R100000219D,7,Grammar and Punctuation,E1,P,,
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Carr,Sally,R100000017S,3,Grammar and Punctuation,,E,,
21212,3,Reading,21212,Anticapital Primary College,Carr,Sally,R100000017S,3,Reading,A1:B0:E1,P,,
21212,3,Numeracy,21212,Anticapital Primary College,Carr,Sally,R100000017S,3,Numeracy,CA0:B0:C0,P,,
21212,3,Spelling,21212,Anticapital Primary College,Carr,Sally,R100000017S,3,Spelling,SA1:SD0:PD1,P,,
21221,7,Numeracy,21221,Wishram Combined College,Smith,Mickie,R100000247H,7,Numeracy,CA1:B1:C0:E1,P,,
21221,7,Writing,21221,Wishram Combined College,Smith,Mickie,R100000247H,7,Writing,,E,,
21221,7,Spelling,21221,Wishram Combined College,Smith,Mickie,R100000247H,7,Spelling,,A,,
21221,7,Reading,21221,Wishram Combined College,Smith,Mickie,R100000247H,7,Reading,A2:D1:C0,P,,
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Smith,Mickie,R100000247H,7,Grammar and Punctuation,C1,P,,
21221,5,Spelling,21221,Wishram Combined College,Fuquay,Mark,R100000248P,5,Spelling,,X,,
21221,5,Writing,21221,Wishram Combined College,Fuquay,Mark,R100000248P,5,Writing,,P,,
21221,5,GrammarAndPunctuation,21221,Wishram Combined College,Fuquay,Mark,R100000248P,5,Grammar and Punctuation,C0,P,,
21221,5,Reading,21221,Wishram Combined College,Fuquay,Mark,R100000248P,5,Reading,A2:D0:C0,P,,
21221,5,Numeracy,21221,Wishram Combined College,Fuquay,Mark,R100000248P,5,Numeracy,,E,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Gratton,Anibal,R100000200D,7,Numeracy,A2:D0:E1:F0,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Gratton,Anibal,R100000200D,7,Writing,,X,,
21220,7,Spelling,21220,Unturpentined Secondary College,Gratton,Anibal,R100000200D,7,Spelling,SA1:SD0:PB1,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Gratton,Anibal,R100000200D,7,Reading,A1:B0:C0,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Gratton,Anibal,R100000200D,7,Grammar and Punctuation,C1,P,,
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Pritchett,Tracy,R100000145A,3,Grammar and Punctuation,F1,P,,
21217,3,Reading,21217,Phyllostoma Combined College,Pritchett,Tracy,R100000145A,3,Reading,A3:B1:F0,P,,
21217,3,Numeracy,21217,Phyllostoma Combined College,Pritchett,Tracy,R100000145A,3,Numeracy,NC0:B1:F0,P,,
21217,3,Spelling,21217,Phyllostoma Combined College,Pritchett,Tracy,R100000145A,3,Spelling,,C,,
21214,5,Spelling,21214,Iliac Primary College,Davis,Bobby,R100000050P,5,Spelling,SA1:SB1:PB1,P,,
21214,5,Writing,21214,Iliac Primary College,Davis,Bobby,R100000050P,5,Writing,,P,,
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Davis,Bobby,R100000050P,5,Grammar and Punctuation,C1,P,,
21214,5,Reading,21214,Iliac Primary College,Davis,Bobby,R100000050P,5,Reading,A2:D1:C0,P,,
21214,5,Numeracy,21214,Iliac Primary College,Davis,Bobby,R100000050P,5,Numeracy,CA0:B0:F0,P,,
21215,7,Numeracy,21215,Isovalerate Combined College,Welch,Bobbie,R100000084S,7,Numeracy,CA1:D0:E1:F0,P,,
21215,7,Writing,21215,Isovalerate Combined College,Welch,Bobbie,R100000084S,7,Writing,,P,,
21215,7,Spelling,21215,Isovalerate Combined College,Welch,Bobbie,R100000084S,7,Spelling,SA0:SD1:PB0,P,,
21215,7,Reading,21215,Isovalerate Combined College,Welch,Bobbie,R100000084S,7,Reading,A2:D0:E1,P,,
21215,7,GrammarAndPunctuation,21215,Isovalerate Combined College,Welch,Bobbie,R100000084S,7,Grammar and Punctuation,E1,P,,
21219,7,Numeracy,21219,Trotcozy Secondary College,Burger,Vance,R100000180K,7,Numeracy,CA1:B1:C0:F0,P,,
21219,7,Writing,21219,Trotcozy Secondary College,Burger,Vance,R100000180K,7,Writing,,P,,
21219,7,Spelling,21219,Trotcozy Secondary College,Burger,Vance,R100000180K,7,Spelling,SA1:SD0:PD1,P,,
21219,7,Reading,21219,Trotcozy Secondary College,Burger,Vance,R100000180K,7,Reading,A2:C0:B1,P,,
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Burger,Vance,R100000180K,7,Grammar and Punctuation,B0,P,,
21219,7,Numeracy,21219,Trotcozy Secondary College,Silva,Tina,R100000186H,7,Numeracy,A3:D0:E1:F0,P,,
21219,7,Writing,21219,Trotcozy Secondary College,Silva,Tina,R100000186H,7,Writing,,P,,
21219,7,Spelling,21219,Trotcozy Secondary College,Silva,Tina,R100000186H,7,Spelling,SA0:SB0:PB0,R,,
21219,7,Reading,21219,Trotcozy Secondary College,Silva,Tina,R100000186H,7,Reading,A3:D1:C0,P,,
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Silva,Tina,R100000186H,7,Grammar and Punctuation,C0,S,,
21218,9,Spelling,21218,Redistrainer Secondary College,Greenbaum,Melonie,R100000155R,9,Spelling,SA0:SD0:PD0,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Greenbaum,Melonie,R100000155R,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Greenbaum,Melonie,R100000155R,9,Grammar and Punctuation,F0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Greenbaum,Melonie,R100000155R,9,Reading,A2:B1:F0,S,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Greenbaum,Melonie,R100000155R,9,Numeracy,CA0:B1:C0:F0,P,,
21212,5,Spelling,21212,Anticapital Primary College,Martin,Nona,R100000023R,5,Spelling,SA0:SB1:PD1,P,,
21212,5,Writing,21212,Anticapital Primary College,Martin,Nona,R100000023R,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Martin,Nona,R100000023R,5,Grammar and Punctuation,C1,P,,
21212,5,Reading,21212,Anticapital Primary College,Martin,Nona,R100000023R,5,Reading,A1:B1:C0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Martin,Nona,R100000023R,5,Numeracy,A2:D0:E0,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Harris,Melonie,R100000221R,7,Numeracy,A3:D1:E0:F0,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Harris,Melonie,R100000221R,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Harris,Melonie,R100000221R,7,Spelling,SA0:SD0:PB0,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Harris,Melonie,R100000221R,7,Reading,A1:D1:E1,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Harris,Melonie,R100000221R,7,Grammar and Punctuation,,C,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Casey,Brigitte,R100000025H,3,Grammar and Punctuation,F1,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Casey,Brigitte,R100000025H,3,Reading,A3:D1:F0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Casey,Brigitte,R100000025H,3,Numeracy,A1:B0:E1,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Casey,Brigitte,R100000025H,3,Spelling,SA0:SD1:PB0,P,,
21220,7,Numeracy,21220,Unturpentined Secondary College,Cooley,Cora,R100000214H,7,Numeracy,CA0:D0:C0:E1,P,,
21220,7,Writing,21220,Unturpentined Secondary College,Cooley,Cora,R100000214H,7,Writing,,P,,
21220,7,Spelling,21220,Unturpentined Secondary College,Cooley,Cora,R100000214H,7,Spelling,SA0:SB1:PD0,P,,
21220,7,Reading,21220,Unturpentined Secondary College,Cooley,Cora,R100000214H,7,Reading,A2:C0:B0,P,,
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Cooley,Cora,R100000214H,7,Grammar and Punctuation,B0,P,,
21213,5,Spelling,21213,Hippocentaur Primary College,Million,Laura,R100000029G,5,Spelling,SA0:SD1:PB0,P,,
21213,5,Writing,21213,Hippocentaur Primary College,Million,Laura,R100000029G,5,Writing,,P,,
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Million,Laura,R100000029G,5,Grammar and Punctuation,F1,P,,
21213,5,Reading,21213,Hippocentaur Primary College,Million,Laura,R100000029G,5,Reading,A3:D0:F0,P,,
21213,5,Numeracy,21213,Hippocentaur Primary College,Million,Laura,R100000029G,5,Numeracy,CA1:D1:E1,P,,
21221,7,Numeracy,21221,Wishram Combined College,Brandl,Danna,R100000237E,7,Numeracy,NC0:D1:E0:F0,P,,
21221,7,Writing,21221,Wishram Combined College,Brandl,Danna,R100000237E,7,Writing,,P,,
21221,7,Spelling,21221,Wishram Combined College,Brandl,Danna,R100000237E,7,Spelling,SA1:SD1:PB1,P,,
21221,7,Reading,21221,Wishram Combined College,Brandl,Danna,R100000237E,7,Reading,,A,,
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Brandl,Danna,R100000237E,7,Grammar and Punctuation,G0,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Arroyo,Amelia,R100000032A,3,Grammar and Punctuation,F0,S,,
21213,3,Reading,21213,Hippocentaur Primary College,Arroyo,Amelia,R100000032A,3,Reading,A0:B1:F0,S,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Arroyo,Amelia,R100000032A,3,Numeracy,A0:B1:F0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Arroyo,Amelia,R100000032A,3,Spelling,SA1:SD0:PB0,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Browder,Bryan,R100000033M,3,Grammar and Punctuation,C1,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Browder,Bryan,R100000033M,3,Reading,A0:B0:C0,P,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Browder,Bryan,R100000033M,3,Numeracy,CA0:D0:E0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Browder,Bryan,R100000033M,3,Spelling,SA0:SD1:PB1,P,,
21215,5,Spelling,21215,Isovalerate Combined College,Spangler,Glenn,R100000079S,5,Spelling,SA0:SD0:PD1,P,,
21215,5,Writing,21215,Isovalerate Combined College,Spangler,Glenn,R100000079S,5,Writing,,P,,
21215,5,GrammarAndPunctuation,21215,Isovalerate Combined College,Spangler,Glenn,R100000079S,5,Grammar and Punctuation,F1,P,,
21215,5,Reading,21215,Isovalerate Combined College,Spangler,Glenn,R100000079S,5,Reading,A3:B1:F0,P,,
21215,5,Numeracy,21215,Isovalerate Combined College,Spangler,Glenn,R100000079S,5,Numeracy,CA0:D0:C0,P,,
21217,7,Numeracy,21217,Phyllostoma Combined College,Hatchett,Adrian,R100000141R,7,Numeracy,CA0:B1:C0:E1,P,,
21217,7,Writing,21217,Phyllostoma Combined College,Hatchett,Adrian,R100000141R,7,Writing,,P,,
21217,7,Spelling,21217,Phyllostoma Combined College,Hatchett,Adrian,R100000141R,7,Spelling,SA1:SD0:PB1,P,,
21217,7,Reading,21217,Phyllostoma Combined College,Hatchett,Adrian,R100000141R,7,Reading,A1:D0:C0,P,,
21217,7,GrammarAndPunctuation,21217,Phyllostoma Combined College,Hatchett,Adrian,R100000141R,7,Grammar and Punctuation,C0,P,,
21217,7,Numeracy,21217,Phyllostoma Combined College,Lloyd,Tisha,R100000130P,7,Numeracy,A3:D1:C0:F0,P,,
21217,7,Writing,21217,Phyllostoma Combined College,Lloyd,Tisha,R100000130P,7,Writing,,P,,
21217,7,Spelling,21217,Phyllostoma Combined College,Lloyd,Tisha,R100000130P,7,Spelling,SA0:SB0:PD0,P,,
21217,7,Reading,21217,Phyllostoma Combined College,Lloyd,Tisha,R100000130P,7,Reading,A1:B0:E1,P,,
21217,7,GrammarAndPunctuation,21217,Phyllostoma Combined College,Lloyd,Tisha,R100000130P,7,Grammar and Punctuation,E0,R,,
21221,5,Spelling,21221,Wishram Combined College,Dallas,Johnathan,R100000244S,5,Spelling,,E,,
21221,5,Writing,21221,Wishram Combined College,Dallas,Johnathan,R100000244S,5,Writing,,P,,
21221,5,GrammarAndPunctuation,21221,Wishram Combined College,Dallas,Johnathan,R100000244S,5,Grammar and Punctuation,B0,P,,
21221,5,Reading,21221,Wishram Combined College,Dallas,Johnathan,R100000244S,5,Reading,A3:C0:B1,P,,
21221,5,Numeracy,21221,Wishram Combined College,Dallas,Johnathan,R100000244S,5,Numeracy,CA1:D0:C0,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Kummer,Audry,R100000152G,9,Spelling,SA1:SD0:PD0,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Kummer,Audry,R100000152G,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Kummer,Audry,R100000152G,9,Grammar and Punctuation,C0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Kummer,Audry,R100000152G,9,Reading,A1:B0:C0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Kummer,Audry,R100000152G,9,Numeracy,A2:B1:E1:F0,P,,
21218,7,Numeracy,21218,Redistrainer Secondary College,Countess,Nathan,R100000154P,7,Numeracy,A2:B0:E0:F0,P,,
21218,7,Writing,21218,Redistrainer Secondary College,Countess,Nathan,R100000154P,7,Writing,,P,,
21218,7,Spelling,21218,Redistrainer Secondary College,Countess,Nathan,R100000154P,7,Spelling,SA0:SB0:PD1,P,,
21218,7,Reading,21218,Redistrainer Secondary College,Countess,Nathan,R100000154P,7,Reading,A1:B0:C0,P,,
21218,7,GrammarAndPunctuation,21218,Redistrainer Secondary College,Countess,Nathan,R100000154P,7,Grammar and Punctuation,C1,P,,
21214,3,GrammarAndPunctuation,21214,Iliac Primary College,Fitts,Adam,R100000055S,3,Grammar and Punctuation,F0,P,,
21214,3,Reading,21214,Iliac Primary College,Fitts,Adam,R100000055S,3,Reading,A1:B0:F0,P,,
21214,3,Numeracy,21214,Iliac Primary College,Fitts,Adam,R100000055S,3,Numeracy,A0:B1:F0,P,,
21214,3,Spelling,21214,Iliac Primary College,Fitts,Adam,R100000055S,3,Spelling,,A,,
21218,9,Spelling,21218,Redistrainer Secondary College,Howard,Annabelle,R100000165M,9,Spelling,SA1:SB0:PB0,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Howard,Annabelle,R100000165M,9,Writing,,S,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Howard,Annabelle,R100000165M,9,Grammar and Punctuation,B0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Howard,Annabelle,R100000165M,9,Reading,A1:C0:B0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Howard,Annabelle,R100000165M,9,Numeracy,CA0:B1:C0:E1,P,,
21216,5,Spelling,21216,Ophthalmoplegia Combined College,Harrison,Luetta,R100000120D,5,Spelling,,W,,
21216,5,Writing,21216,Ophthalmoplegia Combined College,Harrison,Luetta,R100000120D,5,Writing,,X,,
21216,5,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Harrison,Luetta,R100000120D,5,Grammar and Punctuation,F1,P,,
21216,5,Reading,21216,Ophthalmoplegia Combined College,Harrison,Luetta,R100000120D,5,Reading,A2:B1:F0,S,,
21216,5,Numeracy,21216,Ophthalmoplegia Combined College,Harrison,Luetta,R100000120D,5,Numeracy,A1:B1:E0,P,,
21220,9,Spelling,21220,Unturpentined Secondary College,Rayl,Kimberly,R100000223E,9,Spelling,SA1:SB1:PB1,P,,
21220,9,Writing,21220,Unturpentined Secondary College,Rayl,Kimberly,R100000223E,9,Writing,,P,,
21220,9,GrammarAndPunctuation,21220,Unturpentined Secondary College,Rayl,Kimberly,R100000223E,9,Grammar and Punctuation,E0,P,,
21220,9,Reading,21220,Unturpentined Secondary College,Rayl,Kimberly,R100000223E,9,Reading,A0:B1:E0,P,,
21220,9,Numeracy,21220,Unturpentined Secondary College,Rayl,Kimberly,R100000223E,9,Numeracy,NC1:B1:E1:F0,P,,
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Harper,Courtney,R100000124E,7,Numeracy,A1:D0:C0:E0,P,,
21216,7,Writing,21216,Ophthalmoplegia Combined College,Harper,Courtney,R100000124E,7,Writing,,P,,
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Harper,Courtney,R100000124E,7,Spelling,SA1:SD1:PD0,P,,
21216,7,Reading,21216,Ophthalmoplegia Combined College,Harper,Courtney,R100000124E,7,Reading,A0:B0:E0,P,,
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Harper,Courtney,R100000124E,7,Grammar and Punctuation,E1,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Manders,Jasper,R100000181E,9,Spelling,SA1:SD0:PB0,S,,
21219,9,Writing,21219,Trotcozy Secondary College,Manders,Jasper,R100000181E,9,Writing,,W,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Manders,Jasper,R100000181E,9,Grammar and Punctuation,E1,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Manders,Jasper,R100000181E,9,Reading,A1:B0:E1,P,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Manders,Jasper,R100000181E,9,Numeracy,CA0:D1:C0:F0,P,,
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Condon,Reiko,R100000039E,3,Grammar and Punctuation,G0,P,,
21213,3,Reading,21213,Hippocentaur Primary College,Condon,Reiko,R100000039E,3,Reading,,X,,
21213,3,Numeracy,21213,Hippocentaur Primary College,Condon,Reiko,R100000039E,3,Numeracy,NC1:D1:F0,P,,
21213,3,Spelling,21213,Hippocentaur Primary College,Condon,Reiko,R100000039E,3,Spelling,SA0:SD0:PD0,P,,
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Roderick,Gilbert,R100000104K,9,Spelling,SA0:SB1:PD0,P,,
21216,9,Writing,21216,Ophthalmoplegia Combined College,Roderick,Gilbert,R100000104K,9,Writing,,P,,
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Roderick,Gilbert,R100000104K,9,Grammar and Punctuation,C1,P,,
21216,9,Reading,21216,Ophthalmoplegia Combined College,Roderick,Gilbert,R100000104K,9,Reading,A0:B0:C0,P,,
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Roderick,Gilbert,R100000104K,9,Numeracy,NC0:D0:E0:F0,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Hedstrom,Clay,R100000164S,9,Spelling,SA0:SD1:PD0,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Hedstrom,Clay,R100000164S,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Hedstrom,Clay,R100000164S,9,Grammar and Punctuation,E0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Hedstrom,Clay,R100000164S,9,Reading,A1:D1:E0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Hedstrom,Clay,R100000164S,9,Numeracy,A3:D1:E1:F0,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Mcbride,Wilton,R100000189M,9,Spelling,SA1:SB0:PB1,P,,
21219,9,Writing,21219,Trotcozy Secondary College,Mcbride,Wilton,R100000189M,9,Writing,,P,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Mcbride,Wilton,R100000189M,9,Grammar and Punctuation,E1,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Mcbride,Wilton,R100000189M,9,Reading,A2:B1:E0,P,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Mcbride,Wilton,R100000189M,9,Numeracy,A2:D1:C0:E0,P,,
21218,9,Spelling,21218,Redistrainer Secondary College,Messer,Ryan,R100000159S,9,Spelling,SA0:SD1:PD0,P,,
21218,9,Writing,21218,Redistrainer Secondary College,Messer,Ryan,R100000159S,9,Writing,,P,,
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Messer,Ryan,R100000159S,9,Grammar and Punctuation,C0,P,,
21218,9,Reading,21218,Redistrainer Secondary College,Messer,Ryan,R100000159S,9,Reading,A3:D1:C0,P,,
21218,9,Numeracy,21218,Redistrainer Secondary College,Messer,Ryan,R100000159S,9,Numeracy,A2:D1:C0:E0,P,,
21219,9,Spelling,21219,Trotcozy Secondary College,Yamada,Ervin,R100000196D,9,Spelling,,W,,
21219,9,Writing,21219,Trotcozy Secondary College,Yamada,Ervin,R100000196D,9,Writing,,P,,
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Yamada,Ervin,R100000196D,9,Grammar and Punctuation,F0,P,,
21219,9,Reading,21219,Trotcozy Secondary College,Yamada,Ervin,R100000196D,9,Reading,A0:B0:F0,P,,
21219,9,Numeracy,21219,Trotcozy Secondary College,Yamada,Ervin,R100000196D,9,Numeracy,NC1:D1:C0:E1,P,,
21216,5,Spelling,21216,Ophthalmoplegia Combined College,Willett,Geralyn,R100000103R,5,Spelling,SA0:SB0:PB0,P,,
21216,5,Writing,21216,Ophthalmoplegia Combined College,Willett,Geralyn,R100000103R,5,Writing,,P,,
21216,5,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Willett,Geralyn,R100000103R,5,Grammar and Punctuation,C1,P,,
21216,5,Reading,21216,Ophthalmoplegia Combined College,Willett,Geralyn,R100000103R,5,Reading,A1:D1:C0,P,,
21216,5,Numeracy,21216,Ophthalmoplegia Combined College,Willett,Geralyn,R100000103R,5,Numeracy,CA0:D0:E0,P,,
21212,5,Spelling,21212,Anticapital Primary College,Cooper,Beth,R100000022S,5,Spelling,SA0:SD1:PB1,P,,
21212,5,Writing,21212,Anticapital Primary College,Cooper,Beth,R100000022S,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Cooper,Beth,R100000022S,5,Grammar and Punctuation,C1,P,,
21212,5,Reading,21212,Anticapital Primary College,Cooper,Beth,R100000022S,5,Reading,A2:D1:C0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Cooper,Beth,R100000022S,5,Numeracy,,E,,
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Raap,Roosevelt,R100000118K,7,Numeracy,A1:B0:E0:F0,P,,
21216,7,Writing,21216,Ophthalmoplegia Combined College,Raap,Roosevelt,R100000118K,7,Writing,,P,,
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Raap,Roosevelt,R100000118K,7,Spelling,SA1:SB1:PD1,P,,
21216,7,Reading,21216,Ophthalmoplegia Combined College,Raap,Roosevelt,R100000118K,7,Reading,,X,,
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Raap,Roosevelt,R100000118K,7,Grammar and Punctuation,G0,P,,
21219,7,Numeracy,21219,Trotcozy Secondary College,Richardson,Marge,R100000182D,7,Numeracy,,E,,
21219,7,Writing,21219,Trotcozy Secondary College,Richardson,Marge,R100000182D,7,Writing,,P,,
21219,7,Spelling,21219,Trotcozy Secondary College,Richardson,Marge,R100000182D,7,Spelling,SA1:SD1:PD1,P,,
21219,7,Reading,21219,Trotcozy Secondary College,Richardson,Marge,R100000182D,7,Reading,,E,,
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Richardson,Marge,R100000182D,7,Grammar and Punctuation,G0,P,,
21213,5,Spelling,21213,Hippocentaur Primary College,Williams,Felipe,R100000046A,5,Spelling,SA0:SD0:PD0,P,,
21213,5,Writing,21213,Hippocentaur Primary College,Williams,Felipe,R100000046A,5,Writing,,P,,
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Williams,Felipe,R100000046A,5,Grammar and Punctuation,,W,,
21213,5,Reading,21213,Hippocentaur Primary College,Williams,Felipe,R100000046A,5,Reading,A3:C0:B1,P,,
21213,5,Numeracy,21213,Hippocentaur Primary College,Williams,Felipe,R100000046A,5,Numeracy,NC0:B0:F0,P,,
21215,7,Numeracy,21215,Isovalerate Combined College,Carpenter,Samuel,R100000097D,7,Numeracy,,X,,
21215,7,Writing,21215,Isovalerate Combined College,Carpenter,Samuel,R100000097D,7,Writing,,P,,
21215,7,Spelling,21215,Isovalerate Combined College,Carpenter,Samuel,R100000097D,7,Spelling,SA0:SD1:PB0,P,,
21215,7,Reading,21215,Isovalerate Combined College,Carpenter,Samuel,R100000097D,7,Reading,A2:B1:C0,P,,
21215,7,GrammarAndPunctuation,21215,Isovalerate Combined College,Carpenter,Samuel,R100000097D,7,Grammar and Punctuation,C0,P,,
21212,5,Spelling,21212,Anticapital Primary College,Ferguson,Boyce,R100000003S,5,Spelling,SA0:SD0:PD0,P,,
21212,5,Writing,21212,Anticapital Primary College,Ferguson,Boyce,R100000003S,5,Writing,,P,,
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Ferguson,Boyce,R100000003S,5,Grammar and Punctuation,F0,P,,
21212,5,Reading,21212,Anticapital Primary College,Ferguson,Boyce,R100000003S,5,Reading,A3:D1:F0,P,,
21212,5,Numeracy,21212,Anticapital Primary College,Ferguson,Boyce,R100000003S,5,Numeracy,,E,,
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Whitaker,Geraldine,R100000149P,3,Grammar and Punctuation,B0,P,,
21217,3,Reading,21217,Phyllostoma Combined College,Whitaker,Geraldine,R100000149P,3,Reading,A2:C0:B0,P,,
21217,3,Numeracy,21217,Phyllostoma Combined College,Whitaker,Geraldine,R100000149P,3,Numeracy,NC0:D1:E1,P,,
21217,3,Spelling,21217,Phyllostoma Combined College,Whitaker,Geraldine,R100000149P,3,Spelling,SA1:SD1:PB1,P,,
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Lee,Jess,R100000101D,9,Spelling,SA1:SB0:PB1,P,,
21216,9,Writing,21216,Ophthalmoplegia Combined College,Lee,Jess,R100000101D,9,Writing,,P,,
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Lee,Jess,R100000101D,9,Grammar and Punctuation,,X,,
21216,9,Reading,21216,Ophthalmoplegia Combined College,Lee,Jess,R100000101D,9,Reading,A1:B0:E1,P,,
21216,9,Numeracy,21216,Ophthalmoplegia Combined College,Lee,Jess,R100000101D,9,Numeracy,A0:D1:C0:E0,P,,
21216,9,Spelling,21216,Ophthalmoplegia Combined College,Terrell,Mack,R100000100E,9,Spelling,,A,,
21216,9,Writing,21216,Ophthalmoplegia Combined College,Terrell,Mack,R100000100E,9,Writing,,P,,
21216,9,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Terrell,Mack,R100000100E,9,Grammar and Punctuation,,A,,
21216,9,Reading,21216,Ophthalmoplegia Combined College,Terrell,Mack,R100000100E,9,Reading,A1:D0:F0,P,,
