School,YrLevel,Domain,ACARA ID,School Name,Family Name,Given Name,Student PSI,SRN,Year Level,Test Level,Test Domain,Domain Band,Raw Score,Scaled Score,Parallel Path,Participation
21214,5,Writing,21214,Iliac Primary College,Lachance,Kevin,R100000059D,774111723,5,5,Writing,8,1.00,575.00,,P
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Lachance,Kevin,R100000059D,774111723,5,5,Grammar and Punctuation,7,19.00,539.00,C1,P
21214,5,Reading,21214,Iliac Primary College,Lachance,Kevin,R100000059D,774111723,5,5,Reading,6,31.00,528.33,A2:D1:C0,P
21214,5,Numeracy,21214,Iliac Primary College,Lachance,Kevin,R100000059D,774111723,5,5,Numeracy,6,30.00,525.00,A3:D0:C0,P
21221,7,Numeracy,21221,Wishram Combined College,Rudder,Kelsey,R100000249A,951895034,7,7,Numeracy,7,46.00,582.81,CA1:D1:C0:E0,P
21221,7,Writing,21221,Wishram Combined College,Rudder,Kelsey,R100000249A,951895034,7,7,Writing,5,0.00,475.00,,P
21221,7,Spelling,21221,Wishram Combined College,Rudder,Kelsey,R100000249A,951895034,7,7,Spelling,7,18.00,583.00,SA1:SD0:PD0,P
21221,7,Reading,21221,Wishram Combined College,Rudder,Kelsey,R100000249A,951895034,7,7,Reading,8,36.00,587.50,A1:B0:F0,P
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Rudder,Kelsey,R100000249A,951895034,7,7,Grammar and Punctuation,7,17.00,577.00,F1,P
21220,7,Numeracy,21220,Unturpentined Secondary College,Tillman,Angel,R100000201S,520369196,7,7,Numeracy,8,48.00,587.50,NC1:D0:E0:F0,P
21220,7,Writing,21220,Unturpentined Secondary College,Tillman,Angel,R100000201S,520369196,7,7,Writing,9,1.00,625.00,,P
21220,7,Spelling,21220,Unturpentined Secondary College,Tillman,Angel,R100000201S,520369196,7,7,Spelling,7,14.00,559.00,SA0:SB0:PB1,P
21220,7,Reading,21220,Unturpentined Secondary College,Tillman,Angel,R100000201S,520369196,7,7,Reading,7,30.00,568.75,A3:B0:E1,P
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Tillman,Angel,R100000201S,520369196,7,7,Grammar and Punctuation,7,16.00,571.00,E1,P
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Holmes,Wayne,R100000126A,937352317,3,3,Grammar and Punctuation,6,19.00,429.00,F0,P
21217,3,Reading,21217,Phyllostoma Combined College,Holmes,Wayne,R100000126A,937352317,3,3,Reading,5,29.00,426.54,A3:D0:F0,P
21217,3,Numeracy,21217,Phyllostoma Combined College,Holmes,Wayne,R100000126A,937352317,3,3,Numeracy,5,28.00,422.69,A1:B0:F0,P
21217,3,Spelling,21217,Phyllostoma Combined College,Holmes,Wayne,R100000126A,937352317,3,3,Spelling,,,,,A
21217,5,Spelling,21217,Phyllostoma Combined College,Smith,Annabelle,R100000144D,954748572,5,5,Spelling,7,22.00,557.00,SA0:SB1:PB1,P
21217,5,Writing,21217,Phyllostoma Combined College,Smith,Annabelle,R100000144D,954748572,5,5,Writing,8,1.00,575.00,,P
21217,5,GrammarAndPunctuation,21217,Phyllostoma Combined College,Smith,Annabelle,R100000144D,954748572,5,5,Grammar and Punctuation,6,18.00,533.00,C1,P
21217,5,Reading,21217,Phyllostoma Combined College,Smith,Annabelle,R100000144D,954748572,5,5,Reading,0,0.0,0.0,A3:D1:C0,R
21217,5,Numeracy,21217,Phyllostoma Combined College,Smith,Annabelle,R100000144D,954748572,5,5,Numeracy,7,35.00,541.67,CA0:B1:C0,P
21217,7,Numeracy,21217,Phyllostoma Combined College,Hatchett,Susana,R100000134H,419563912,7,7,Numeracy,,,,,A
21217,7,Writing,21217,Phyllostoma Combined College,Hatchett,Susana,R100000134H,419563912,7,7,Writing,5,0.00,475.00,,P
21217,7,Spelling,21217,Phyllostoma Combined College,Hatchett,Susana,R100000134H,419563912,7,7,Spelling,,,,,E
21217,7,Reading,21217,Phyllostoma Combined College,Hatchett,Susana,R100000134H,419563912,7,7,Reading,7,32.00,575.00,A3:D0:F0,P
21217,7,GrammarAndPunctuation,21217,Phyllostoma Combined College,Hatchett,Susana,R100000134H,419563912,7,7,Grammar and Punctuation,7,18.00,583.00,F1,P
21217,5,Spelling,21217,Phyllostoma Combined College,Park,Gay,R100000133G,910440016,5,5,Spelling,7,19.00,539.00,SA0:SB1:PD0,P
21217,5,Writing,21217,Phyllostoma Combined College,Park,Gay,R100000133G,910440016,5,5,Writing,8,1.00,575.00,,P
21217,5,GrammarAndPunctuation,21217,Phyllostoma Combined College,Park,Gay,R100000133G,910440016,5,5,Grammar and Punctuation,6,13.00,503.00,F0,P
21217,5,Reading,21217,Phyllostoma Combined College,Park,Gay,R100000133G,910440016,5,5,Reading,7,35.00,541.67,A0:B0:F0,P
21217,5,Numeracy,21217,Phyllostoma Combined College,Park,Gay,R100000133G,910440016,5,5,Numeracy,6,33.00,535.00,A3:D1:C0,P
21214,5,Spelling,21214,Iliac Primary College,Mitten,Belinda,R100000064D,384397284,5,5,Spelling,6,13.00,503.00,SA1:SB1:PD1,P
21214,5,Writing,21214,Iliac Primary College,Mitten,Belinda,R100000064D,384397284,5,5,Writing,,,,,E
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Mitten,Belinda,R100000064D,384397284,5,5,Grammar and Punctuation,6,17.00,527.00,F1,P
21214,5,Reading,21214,Iliac Primary College,Mitten,Belinda,R100000064D,384397284,5,5,Reading,6,27.00,515.00,A2:B1:F0,P
21214,5,Numeracy,21214,Iliac Primary College,Mitten,Belinda,R100000064D,384397284,5,5,Numeracy,7,35.00,541.67,CA0:B0:C0,P
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Thompson,Eduardo,R100000117R,73385408,7,7,Numeracy,7,42.00,573.44,CA0:D1:C0:F0,P
21216,7,Writing,21216,Ophthalmoplegia Combined College,Thompson,Eduardo,R100000117R,73385408,7,7,Writing,5,0.00,475.00,,P
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Thompson,Eduardo,R100000117R,73385408,7,7,Spelling,8,19.00,589.00,SA1:SB1:PD0,P
21216,7,Reading,21216,Ophthalmoplegia Combined College,Thompson,Eduardo,R100000117R,73385408,7,7,Reading,7,32.00,575.00,A2:D1:F0,P
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Thompson,Eduardo,R100000117R,73385408,7,7,Grammar and Punctuation,,,,,E
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Scott,Briana,R100000041S,855487884,3,3,Grammar and Punctuation,5,18.00,423.00,C0,P
21213,3,Reading,21213,Hippocentaur Primary College,Scott,Briana,R100000041S,855487884,3,3,Reading,5,20.00,391.92,A0:B0:C0,P
21213,3,Numeracy,21213,Hippocentaur Primary College,Scott,Briana,R100000041S,855487884,3,3,Numeracy,5,28.00,422.69,CA0:D1:E0,P
21213,3,Spelling,21213,Hippocentaur Primary College,Scott,Briana,R100000041S,855487884,3,3,Spelling,6,19.00,429.00,SA0:SD0:PD0,P
21214,5,Spelling,21214,Iliac Primary College,Smith,Terrance,R100000070A,828739037,5,5,Spelling,6,18.00,533.00,SA0:SD0:PD0,P
21214,5,Writing,21214,Iliac Primary College,Smith,Terrance,R100000070A,828739037,5,5,Writing,,,,,A
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Smith,Terrance,R100000070A,828739037,5,5,Grammar and Punctuation,,,,,X
21214,5,Reading,21214,Iliac Primary College,Smith,Terrance,R100000070A,828739037,5,5,Reading,6,31.00,528.33,A1:D0:C0,P
21214,5,Numeracy,21214,Iliac Primary College,Smith,Terrance,R100000070A,828739037,5,5,Numeracy,6,31.00,528.33,NC1:B0:F0,P
21220,7,Numeracy,21220,Unturpentined Secondary College,Mccaffrey,Jody,R100000208G,554661825,7,7,Numeracy,,,,A3:B1:C0:F0,S
21220,7,Writing,21220,Unturpentined Secondary College,Mccaffrey,Jody,R100000208G,554661825,7,7,Writing,9,1.00,625.00,,P
21220,7,Spelling,21220,Unturpentined Secondary College,Mccaffrey,Jody,R100000208G,554661825,7,7,Spelling,7,17.00,577.00,SA1:SB1:PB0,P
21220,7,Reading,21220,Unturpentined Secondary College,Mccaffrey,Jody,R100000208G,554661825,7,7,Reading,8,40.00,600.00,A3:B1:F0,P
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Mccaffrey,Jody,R100000208G,554661825,7,7,Grammar and Punctuation,6,11.00,541.00,F1,P
21216,7,Numeracy,21216,Ophthalmoplegia Combined College,Pulliam,Pearl,R100000110H,557824343,7,7,Numeracy,7,29.00,565.62,A2:D1:E0:F0,P
21216,7,Writing,21216,Ophthalmoplegia Combined College,Pulliam,Pearl,R100000110H,557824343,7,7,Writing,9,1.00,625.00,,P
21216,7,Spelling,21216,Ophthalmoplegia Combined College,Pulliam,Pearl,R100000110H,557824343,7,7,Spelling,8,22.00,607.00,SA1:SD0:PB0,P
21216,7,Reading,21216,Ophthalmoplegia Combined College,Pulliam,Pearl,R100000110H,557824343,7,7,Reading,7,33.00,578.12,A1:C0:B0,P
21216,7,GrammarAndPunctuation,21216,Ophthalmoplegia Combined College,Pulliam,Pearl,R100000110H,557824343,7,7,Grammar and Punctuation,0,0.00,0.00,B0,P
21212,5,Spelling,21212,Anticapital Primary College,Hill,Susana,R100000000K,812451070,5,5,Spelling,,,,,X
21212,5,Writing,21212,Anticapital Primary College,Hill,Susana,R100000000K,812451070,5,5,Writing,8,1.00,575.00,,P
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Hill,Susana,R100000000K,812451070,5,5,Grammar and Punctuation,6,15.00,515.00,E1,P
21212,5,Reading,21212,Anticapital Primary College,Hill,Susana,R100000000K,812451070,5,5,Reading,7,34.00,538.33,A3:B0:E0,P
21212,5,Numeracy,21212,Anticapital Primary College,Hill,Susana,R100000000K,812451070,5,5,Numeracy,6,32.00,531.67,CA0:D1:C0,P
21212,5,Spelling,21212,Anticapital Primary College,Williams,Jimmie,R100000012P,624650841,5,5,Spelling,7,19.00,539.00,SA1:SB1:PB1,P
21212,5,Writing,21212,Anticapital Primary College,Williams,Jimmie,R100000012P,624650841,5,5,Writing,8,1.00,575.00,,P
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Williams,Jimmie,R100000012P,624650841,5,5,Grammar and Punctuation,0,0.0,0.0,B0,R
21212,5,Reading,21212,Anticapital Primary College,Williams,Jimmie,R100000012P,624650841,5,5,Reading,6,30.00,525.00,A2:C0:B0,P
21212,5,Numeracy,21212,Anticapital Primary College,Williams,Jimmie,R100000012P,624650841,5,5,Numeracy,6,28.00,518.33,CA0:B0:E0,P
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Trevino,Leonor,R100000020E,925430999,3,3,Grammar and Punctuation,0,0.00,0.00,B0,P
21212,3,Reading,21212,Anticapital Primary College,Trevino,Leonor,R100000020E,925430999,3,3,Reading,6,31.00,434.23,A1:C0:B1,P
21212,3,Numeracy,21212,Anticapital Primary College,Trevino,Leonor,R100000020E,925430999,3,3,Numeracy,5,23.00,403.46,A3:D1:C0,P
21212,3,Spelling,21212,Anticapital Primary College,Trevino,Leonor,R100000020E,925430999,3,3,Spelling,5,16.00,411.00,SA0:SD0:PB1,P
21219,9,Spelling,21219,Trotcozy Secondary College,Jennings,Mathew,R100000176E,14040244,9,9,Spelling,8,17.00,607.00,SA1:SB0:PD0,P
21219,9,Writing,21219,Trotcozy Secondary College,Jennings,Mathew,R100000176E,14040244,9,9,Writing,10,1.00,655.00,,P
21219,9,GrammarAndPunctuation,21219,Trotcozy Secondary College,Jennings,Mathew,R100000176E,14040244,9,9,Grammar and Punctuation,0,0.00,0.00,B0,P
21219,9,Reading,21219,Trotcozy Secondary College,Jennings,Mathew,R100000176E,14040244,9,9,Reading,8,28.00,592.50,A2:C0:B1,P
21219,9,Numeracy,21219,Trotcozy Secondary College,Jennings,Mathew,R100000176E,14040244,9,9,Numeracy,,,,,X
21214,5,Spelling,21214,Iliac Primary College,Stewart,Latasha,R100000061R,455745192,5,5,Spelling,6,18.00,533.00,SA0:SB0:PB1,P
21214,5,Writing,21214,Iliac Primary College,Stewart,Latasha,R100000061R,455745192,5,5,Writing,8,1.00,575.00,,P
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Stewart,Latasha,R100000061R,455745192,5,5,Grammar and Punctuation,6,17.00,527.00,E1,P
21214,5,Reading,21214,Iliac Primary College,Stewart,Latasha,R100000061R,455745192,5,5,Reading,6,33.00,535.00,A0:B0:E1,P
21214,5,Numeracy,21214,Iliac Primary College,Stewart,Latasha,R100000061R,455745192,5,5,Numeracy,7,35.00,541.67,CA1:D0:E1,P
21220,7,Numeracy,21220,Unturpentined Secondary College,Phillips,Willian,R100000219D,820681232,7,7,Numeracy,7,43.00,575.78,CA1:B1:C0:E1,P
21220,7,Writing,21220,Unturpentined Secondary College,Phillips,Willian,R100000219D,820681232,7,7,Writing,9,1.00,625.00,,P
21220,7,Spelling,21220,Unturpentined Secondary College,Phillips,Willian,R100000219D,820681232,7,7,Spelling,7,16.00,571.00,SA0:SB1:PD1,P
21220,7,Reading,21220,Unturpentined Secondary College,Phillips,Willian,R100000219D,820681232,7,7,Reading,7,33.00,578.12,A3:B1:E0,P
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Phillips,Willian,R100000219D,820681232,7,7,Grammar and Punctuation,7,16.00,571.00,E1,P
21212,3,GrammarAndPunctuation,21212,Anticapital Primary College,Carr,Sally,R100000017S,684855136,3,3,Grammar and Punctuation,,,,,E
21212,3,Reading,21212,Anticapital Primary College,Carr,Sally,R100000017S,684855136,3,3,Reading,6,33.00,441.92,A1:B0:E1,P
21212,3,Numeracy,21212,Anticapital Primary College,Carr,Sally,R100000017S,684855136,3,3,Numeracy,5,27.00,418.85,CA0:B0:C0,P
21212,3,Spelling,21212,Anticapital Primary College,Carr,Sally,R100000017S,684855136,3,3,Spelling,5,17.00,417.00,SA1:SD0:PD1,P
21221,7,Numeracy,21221,Wishram Combined College,Smith,Mickie,R100000247H,360685193,7,7,Numeracy,7,47.00,585.16,CA1:B1:C0:E1,P
21221,7,Writing,21221,Wishram Combined College,Smith,Mickie,R100000247H,360685193,7,7,Writing,,,,,E
21221,7,Spelling,21221,Wishram Combined College,Smith,Mickie,R100000247H,360685193,7,7,Spelling,,,,,A
21221,7,Reading,21221,Wishram Combined College,Smith,Mickie,R100000247H,360685193,7,7,Reading,7,35.00,584.38,A2:D1:C0,P
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Smith,Mickie,R100000247H,360685193,7,7,Grammar and Punctuation,8,19.00,589.00,C1,P
21221,5,Spelling,21221,Wishram Combined College,Fuquay,Mark,R100000248P,963412185,5,5,Spelling,,,,,X
21221,5,Writing,21221,Wishram Combined College,Fuquay,Mark,R100000248P,963412185,5,5,Writing,8,1.00,575.00,,P
21221,5,GrammarAndPunctuation,21221,Wishram Combined College,Fuquay,Mark,R100000248P,963412185,5,5,Grammar and Punctuation,6,13.00,503.00,C0,P
21221,5,Reading,21221,Wishram Combined College,Fuquay,Mark,R100000248P,963412185,5,5,Reading,6,33.00,535.00,A2:D0:C0,P
21221,5,Numeracy,21221,Wishram Combined College,Fuquay,Mark,R100000248P,963412185,5,5,Numeracy,,,,,E
21220,7,Numeracy,21220,Unturpentined Secondary College,Gratton,Anibal,R100000200D,385371423,7,7,Numeracy,8,40.00,600.00,A2:D0:E1:F0,P
21220,7,Writing,21220,Unturpentined Secondary College,Gratton,Anibal,R100000200D,385371423,7,7,Writing,,,,,X
21220,7,Spelling,21220,Unturpentined Secondary College,Gratton,Anibal,R100000200D,385371423,7,7,Spelling,8,20.00,595.00,SA1:SD0:PB1,P
21220,7,Reading,21220,Unturpentined Secondary College,Gratton,Anibal,R100000200D,385371423,7,7,Reading,7,31.00,571.88,A1:B0:C0,P
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Gratton,Anibal,R100000200D,385371423,7,7,Grammar and Punctuation,7,18.00,583.00,C1,P
21217,3,GrammarAndPunctuation,21217,Phyllostoma Combined College,Pritchett,Tracy,R100000145A,723237700,3,3,Grammar and Punctuation,5,16.00,411.00,F1,P
21217,3,Reading,21217,Phyllostoma Combined College,Pritchett,Tracy,R100000145A,723237700,3,3,Reading,5,29.00,426.54,A3:B1:F0,P
21217,3,Numeracy,21217,Phyllostoma Combined College,Pritchett,Tracy,R100000145A,723237700,3,3,Numeracy,5,23.00,403.46,NC0:B1:F0,P
21217,3,Spelling,21217,Phyllostoma Combined College,Pritchett,Tracy,R100000145A,723237700,3,3,Spelling,,,,,C
21214,5,Spelling,21214,Iliac Primary College,Davis,Bobby,R100000050P,72785717,5,5,Spelling,7,19.00,539.00,SA1:SB1:PB1,P
21214,5,Writing,21214,Iliac Primary College,Davis,Bobby,R100000050P,72785717,5,5,Writing,4,0.00,425.00,,P
21214,5,GrammarAndPunctuation,21214,Iliac Primary College,Davis,Bobby,R100000050P,72785717,5,5,Grammar and Punctuation,6,15.00,515.00,C1,P
21214,5,Reading,21214,Iliac Primary College,Davis,Bobby,R100000050P,72785717,5,5,Reading,7,36.00,545.00,A2:D1:C0,P
21214,5,Numeracy,21214,Iliac Primary College,Davis,Bobby,R100000050P,72785717,5,5,Numeracy,6,32.00,531.67,CA0:B0:F0,P
21215,7,Numeracy,21215,Isovalerate Combined College,Welch,Bobbie,R100000084S,140397837,7,7,Numeracy,8,50.00,592.19,CA1:D0:E1:F0,P
21215,7,Writing,21215,Isovalerate Combined College,Welch,Bobbie,R100000084S,140397837,7,7,Writing,9,1.00,625.00,,P
21215,7,Spelling,21215,Isovalerate Combined College,Welch,Bobbie,R100000084S,140397837,7,7,Spelling,8,19.00,589.00,SA0:SD1:PB0,P
21215,7,Reading,21215,Isovalerate Combined College,Welch,Bobbie,R100000084S,140397837,7,7,Reading,7,32.00,575.00,A2:D0:E1,P
21215,7,GrammarAndPunctuation,21215,Isovalerate Combined College,Welch,Bobbie,R100000084S,140397837,7,7,Grammar and Punctuation,8,19.00,589.00,E1,P
21219,7,Numeracy,21219,Trotcozy Secondary College,Burger,Vance,R100000180K,42576899,7,7,Numeracy,7,41.00,571.09,CA1:B1:C0:F0,P
21219,7,Writing,21219,Trotcozy Secondary College,Burger,Vance,R100000180K,42576899,7,7,Writing,9,1.00,625.00,,P
21219,7,Spelling,21219,Trotcozy Secondary College,Burger,Vance,R100000180K,42576899,7,7,Spelling,8,20.00,595.00,SA1:SD0:PD1,P
21219,7,Reading,21219,Trotcozy Secondary College,Burger,Vance,R100000180K,42576899,7,7,Reading,7,28.00,562.50,A2:C0:B1,P
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Burger,Vance,R100000180K,42576899,7,7,Grammar and Punctuation,0,0.00,0.00,B0,P
21219,7,Numeracy,21219,Trotcozy Secondary College,Silva,Tina,R100000186H,730559528,7,7,Numeracy,7,31.00,571.88,A3:D0:E1:F0,P
21219,7,Writing,21219,Trotcozy Secondary College,Silva,Tina,R100000186H,730559528,7,7,Writing,9,1.00,625.00,,P
21219,7,Spelling,21219,Trotcozy Secondary College,Silva,Tina,R100000186H,730559528,7,7,Spelling,0,0.0,0.0,SA0:SB0:PB0,R
21219,7,Reading,21219,Trotcozy Secondary College,Silva,Tina,R100000186H,730559528,7,7,Reading,8,37.00,590.62,A3:D1:C0,P
21219,7,GrammarAndPunctuation,21219,Trotcozy Secondary College,Silva,Tina,R100000186H,730559528,7,7,Grammar and Punctuation,,,,C0,S
21218,9,Spelling,21218,Redistrainer Secondary College,Greenbaum,Melonie,R100000155R,213949532,9,9,Spelling,8,18.00,613.00,SA0:SD0:PD0,P
21218,9,Writing,21218,Redistrainer Secondary College,Greenbaum,Melonie,R100000155R,213949532,9,9,Writing,10,1.00,655.00,,P
21218,9,GrammarAndPunctuation,21218,Redistrainer Secondary College,Greenbaum,Melonie,R100000155R,213949532,9,9,Grammar and Punctuation,8,18.00,613.00,F0,P
21218,9,Reading,21218,Redistrainer Secondary College,Greenbaum,Melonie,R100000155R,213949532,9,9,Reading,,,,A2:B1:F0,S
21218,9,Numeracy,21218,Redistrainer Secondary College,Greenbaum,Melonie,R100000155R,213949532,9,9,Numeracy,9,48.00,617.50,CA0:B1:C0:F0,P
21212,5,Spelling,21212,Anticapital Primary College,Martin,Nona,R100000023R,624504082,5,5,Spelling,6,18.00,533.00,SA0:SB1:PD1,P
21212,5,Writing,21212,Anticapital Primary College,Martin,Nona,R100000023R,624504082,5,5,Writing,8,1.00,575.00,,P
21212,5,GrammarAndPunctuation,21212,Anticapital Primary College,Martin,Nona,R100000023R,624504082,5,5,Grammar and Punctuation,6,17.00,527.00,C1,P
21212,5,Reading,21212,Anticapital Primary College,Martin,Nona,R100000023R,624504082,5,5,Reading,6,28.00,518.33,A1:B1:C0,P
21212,5,Numeracy,21212,Anticapital Primary College,Martin,Nona,R100000023R,624504082,5,5,Numeracy,6,30.00,525.00,A2:D0:E0,P
21220,7,Numeracy,21220,Unturpentined Secondary College,Harris,Melonie,R100000221R,422061162,7,7,Numeracy,7,32.00,575.00,A3:D1:E0:F0,P
21220,7,Writing,21220,Unturpentined Secondary College,Harris,Melonie,R100000221R,422061162,7,7,Writing,9,1.00,625.00,,P
21220,7,Spelling,21220,Unturpentined Secondary College,Harris,Melonie,R100000221R,422061162,7,7,Spelling,8,20.00,595.00,SA0:SD0:PB0,P
21220,7,Reading,21220,Unturpentined Secondary College,Harris,Melonie,R100000221R,422061162,7,7,Reading,8,40.00,600.00,A1:D1:E1,P
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Harris,Melonie,R100000221R,422061162,7,7,Grammar and Punctuation,,,,,C
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Casey,Brigitte,R100000025H,897587571,3,3,Grammar and Punctuation,5,14.00,399.00,F1,P
21213,3,Reading,21213,Hippocentaur Primary College,Casey,Brigitte,R100000025H,897587571,3,3,Reading,6,31.00,434.23,A3:D1:F0,P
21213,3,Numeracy,21213,Hippocentaur Primary College,Casey,Brigitte,R100000025H,897587571,3,3,Numeracy,5,27.00,418.85,A1:B0:E1,P
21213,3,Spelling,21213,Hippocentaur Primary College,Casey,Brigitte,R100000025H,897587571,3,3,Spelling,6,19.00,429.00,SA0:SD1:PB0,P
21220,7,Numeracy,21220,Unturpentined Secondary College,Cooley,Cora,R100000214H,153282012,7,7,Numeracy,7,44.00,578.12,CA0:D0:C0:E1,P
21220,7,Writing,21220,Unturpentined Secondary College,Cooley,Cora,R100000214H,153282012,7,7,Writing,9,1.00,625.00,,P
21220,7,Spelling,21220,Unturpentined Secondary College,Cooley,Cora,R100000214H,153282012,7,7,Spelling,7,15.00,565.00,SA0:SB1:PD0,P
21220,7,Reading,21220,Unturpentined Secondary College,Cooley,Cora,R100000214H,153282012,7,7,Reading,7,35.00,584.38,A2:C0:B0,P
21220,7,GrammarAndPunctuation,21220,Unturpentined Secondary College,Cooley,Cora,R100000214H,153282012,7,7,Grammar and Punctuation,0,0.00,0.00,B0,P
21213,5,Spelling,21213,Hippocentaur Primary College,Million,Laura,R100000029G,664875159,5,5,Spelling,6,18.00,533.00,SA0:SD1:PB0,P
21213,5,Writing,21213,Hippocentaur Primary College,Million,Laura,R100000029G,664875159,5,5,Writing,8,1.00,575.00,,P
21213,5,GrammarAndPunctuation,21213,Hippocentaur Primary College,Million,Laura,R100000029G,664875159,5,5,Grammar and Punctuation,7,19.00,539.00,F1,P
21213,5,Reading,21213,Hippocentaur Primary College,Million,Laura,R100000029G,664875159,5,5,Reading,7,34.00,538.33,A3:D0:F0,P
21213,5,Numeracy,21213,Hippocentaur Primary College,Million,Laura,R100000029G,664875159,5,5,Numeracy,6,31.00,528.33,CA1:D1:E1,P
21221,7,Numeracy,21221,Wishram Combined College,Brandl,Danna,R100000237E,824066061,7,7,Numeracy,7,42.00,573.44,NC0:D1:E0:F0,P
21221,7,Writing,21221,Wishram Combined College,Brandl,Danna,R100000237E,824066061,7,7,Writing,5,0.00,475.00,,P
21221,7,Spelling,21221,Wishram Combined College,Brandl,Danna,R100000237E,824066061,7,7,Spelling,7,18.00,583.00,SA1:SD1:PB1,P
21221,7,Reading,21221,Wishram Combined College,Brandl,Danna,R100000237E,824066061,7,7,Reading,,,,,A
21221,7,GrammarAndPunctuation,21221,Wishram Combined College,Brandl,Danna,R100000237E,824066061,7,7,Grammar and Punctuation,0,0.00,0.00,G0,P
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Arroyo,Amelia,R100000032A,368200198,3,3,Grammar and Punctuation,,,,F0,S
21213,3,Reading,21213,Hippocentaur Primary College,Arroyo,Amelia,R100000032A,368200198,3,3,Reading,,,,A0:B1:F0,S
21213,3,Numeracy,21213,Hippocentaur Primary College,Arroyo,Amelia,R100000032A,368200198,3,3,Numeracy,6,31.00,434.23,A0:B1:F0,P
21213,3,Spelling,21213,Hippocentaur Primary College,Arroyo,Amelia,R100000032A,368200198,3,3,Spelling,6,20.00,435.00,SA1:SD0:PB0,P
21213,3,GrammarAndPunctuation,21213,Hippocentaur Primary College,Browder,Bryan,R100000033M,118803037,3,3,Grammar and Punctuation,5,16.00,411.00,C1,P
21213,3,Reading,21213,Hippocentaur Primary College,Browder,Bryan,R100000033M,118803037,3,3,Reading,5,26.00,415.00,A0:B0:C0,P
21213,3,Numeracy,21213,Hippocentaur Primary College,Browder,Bryan,R100000033M,118803037,3,3,Numeracy,5,28.00,422.69,CA0:D0:E0,P
21213,3,Spelling,21213,Hippocentaur Primary College,Browder,Bryan,R100000033M,118803037,3,3,Spelling,6,19.00,429.00,SA0:SD1:PB1,P
21215,5,Spelling,21215,Isovalerate Combined College,Spangler,Glenn,R100000079S,117672957,5,5,Spelling,6,15.00,515.00,SA0:SD0:PD1,P
21215,5,Writing,21215,Isovalerate Combined College,Spangler,Glenn,R100000079S,117672957,5,5,Writing,8,1.00,575.00,,P
21215,5,GrammarAndPunctuation,21215,Isovalerate Combined College,Spangler,Glenn,R100000079S,117672957,5,5,Grammar and Punctuation,6,18.00,533.00,F1,P
21215,5,Reading,21215,Isovalerate Combined College,Spangler,Glenn,R100000079S,117672957,5,5,Reading,6,33.00,535.00,A3:B1:F0,P
21215,5,Numeracy,21215,Isovalerate Combined College,Spangler,Glenn,R100000079S,117672957,5,5,Numeracy,6,28.00,518.33,CA0:D0:C0,P
21217,7,Numeracy,21217,Phyllostoma Combined College,Hatchett,Adrian,R100000141R,443441432,7,7,Numeracy,7,44.00,578.12,CA0:B1:C0:E1,P
21217,7,Writing,21217,Phyllostoma Combined College,Hatchett,Adrian,R100000141R,443441432,7,7,Writing,9,1.00,625.00,,P
21217,7,Spelling,21217,Phyllostoma Combined College,Hatchett,Adrian,R100000141R,443441432,7,7,Spelling,7,18.00,583.00,SA1:SD0:PB1,P
21217,7,Reading,21217,Phyllostoma Combined College,Hatchett,Adrian,R100000141R,443441432,7,7,Reading,7,35.00,584.38,A1:D0:C0,P
21217,7,GrammarAndPunctuation,21217,Phyllostoma Combined College,Hatchett,Adrian,R100000141R,443441432,7,7,Grammar and Punctuation,7,16.00,571.00,C0,P
21217,7,Numeracy,21217,Phyllostoma Combined College,Lloyd,Tisha,R100000130P,750413097,7,7,Numeracy,7,31.00,571.88,A3:D1:C0:F0,P
21217,7,Writing,21217,Phyllostoma Combined College,Lloyd,Tisha,R100000130P,750413097,7,7,Writing,9,1.00,625.00,,P
21217,7,Spelling,21217,Phyllostoma Combined College,Lloyd,Tisha,R100000130P,750413097,7,7,Spelling,8,19.00,589.00,SA0:SB0:PD0,P
21217,7,Reading,21217,Phyllostoma Combined College,Lloyd,Tisha,R100000130P,750413097,7,7,Reading,8,38.00,593.75,A1:B0:E1,P
